Generation,Indiv,Father,Mother,gvNormUnres1,EBV
4,22390,17735,14571,0.3418953992,0.169792690555419
4,22391,17735,13909,-0.0696756314,0.263792404513567
4,22392,17735,17945,-1.0269124124,-1.51593682700771
4,22393,17735,13728,0.0454437546,0.396537239080081
4,22394,17735,18638,-0.4759088056,-0.702893722650882
4,22395,17735,15789,1.2346688159,1.58823816162958
4,22396,17735,14496,-0.097552976,-0.785896964170374
4,22397,17735,14670,-0.097552976,0.217696293620195
4,22398,17735,18693,-0.030675267,0.482485668639675
4,22399,17735,16687,0.2813043003,0.290967347405343
4,22400,17735,13429,0.3697948827,0.333737961308611
4,22401,17735,15769,-0.4759088056,-0.426119716744774
4,22402,17735,18436,0.4890385265,0.128075509992906
4,22403,17735,14238,0.1337773794,-0.0134133459270188
4,22404,17735,16421,0.7702785078,0.731191367842835
4,22405,17735,14279,-0.0657024205,0.270851886789419
4,22406,17735,15950,0.1088804814,0.3458138652214
4,22407,17735,14969,-0.16134952,0.316900712196125
4,22408,17735,17435,1.089380506,1.23991904123984
4,22409,17735,13817,-0.0595238218,0.356390942032673
4,22410,17735,13984,-0.1160674659,0.361209388335861
4,22411,17735,15763,1.260273968,0.671575373199772
4,22412,17735,15856,-0.1152085704,-0.482595150860483
4,22413,17735,14569,0.1570090608,-0.0819163554021676
4,22414,17735,17493,0.1855924782,-0.80620904846108
4,22415,17735,16409,0.3020362212,0.437762697227666
4,22416,17735,19421,-0.0911654454,0.0738492396340178
4,22417,17735,19061,0.1888512821,0.259355804322443
4,22418,17735,18111,-0.7789859254,-1.62784333952134
4,22419,17735,14287,-0.2648358545,-0.42171977361971
4,22420,17735,18669,-0.0295319308,-0.0946600749108309
4,22421,17735,20047,-0.1794184858,-0.351192795949419
4,22422,17735,18325,0.0990671363,-0.196866579523339
4,22423,17735,16435,1.3461879753,1.48285787969274
4,22424,17735,18122,0.0690353409,-0.0409944060811059
4,22425,17735,17648,0.4197534465,0.0361313847451488
4,22426,17735,17524,-0.2947680721,-0.835631054826644
4,22427,17735,13901,0.1226193205,1.06317807792568
4,22428,17735,17888,0.1509574742,-0.0556181683508564
4,22429,17735,14338,0.588685679,-0.156038963474765
4,22430,17735,18053,0.0721593684,-0.44317643693609
4,22431,17735,19619,-0.2927138004,-0.859263298216602
4,22432,17735,16801,-0.2983606957,0.48689934856593
4,22433,17735,18898,-0.2672759805,0.516027877734811
4,22434,17735,17259,-0.4489214697,-1.02973986840439
4,22435,17735,13830,0.4919630288,0.558415773473521
4,22436,17735,16369,0.2173614805,0.531691332641403
4,22437,17735,13494,-0.4651993636,-0.633137255444095
4,22438,17735,15887,0.1785071059,0.996075071480321
4,22439,17735,15591,0.6509839846,0.189105528551268
4,22440,17735,15963,1.0344289679,0.764426334465644
4,22441,17735,16351,0.237160633,0.461769694372572
4,22442,17735,16795,-0.0953228482,0.252290026584002
4,22443,17735,18787,-0.1260093813,-0.905860802535312
4,22444,17735,17054,-0.5823545821,-0.967226329549295
4,22445,17735,18354,-0.4557402371,-1.04257449485719
4,22446,17735,15048,-0.255924779,-0.427137237079353
4,22447,17735,19449,-0.8305289339,-0.969493904494635
4,22448,17735,15983,0.52567128,-0.287544753432128
4,22449,17735,18267,-0.7050179435,-0.492885851085258
4,22450,17735,15805,0.8664648994,1.18178893472598
4,22451,17735,17525,0.1158904083,0.159780189965894
4,22452,17735,15060,-0.0618427729,-0.491114770153986
4,22453,17735,15761,0.4267532507,0.894275223101416
4,22454,17735,14877,0.0617980626,0.0170655145267182
4,22455,17735,16966,0.4772326114,1.19476295318572
4,22456,17735,14926,0.2046288852,0.494752806903978
4,22457,17735,19982,-0.2489447082,0.221063295803689
4,22458,17735,19919,-0.5076083888,-0.486002846867432
4,22459,17735,15936,0.7200117407,0.417049803606928
4,22460,17735,14121,-0.2907087158,-0.115637551830029
4,22461,17735,19028,0.68509936,0.567622523145524
4,22462,17735,19708,0.5334500446,-0.0355866266748949
4,22463,17735,19424,-0.2430373909,0.0356764726112821
4,22464,17735,13761,0.1055097357,1.31024353910516
4,22465,17735,17540,-0.4521774244,-0.315240102644214
4,22466,17735,15918,0.934876538,0.858520053154149
4,22467,17735,15919,0.2117361638,0.330198758251236
4,22468,17735,15244,0.3829109486,-0.0916470042247573
4,22469,17735,19070,0.1921576477,-0.0777985504253047
4,22470,17735,18790,-0.1260093813,-0.932459355605153
4,22471,17735,17692,-0.0915575949,0.247646887398063
4,22472,17735,19409,-0.0089758339,-0.4676786601629
4,22473,17735,20054,-0.8132905442,-0.460209820047619
4,22474,17735,17410,-0.1482946249,-0.32327490873316
4,22475,17735,14190,0.1837111456,-0.0559643890746922
4,22476,17735,15816,-0.8253507524,-0.770411756540975
4,22477,17735,18798,-0.0416742044,0.446767146424286
4,22478,17735,15275,0.3486719678,0.906840030441055
4,22479,17735,18117,0.6588033848,1.51563985323738
4,22480,17735,18244,-0.8986134058,-0.959648555147412
4,22481,17735,14366,-0.1634525328,-0.571426686289193
4,22482,17735,19395,-0.2160272878,-0.620203290582868
4,22483,17735,14496,-0.107678109,-0.073695599452381
4,22484,17735,16079,1.4084732511,1.52323633006212
4,22485,17735,20053,-0.2421316739,0.713997960939613
4,22486,17735,18726,-0.4575775333,0.315099142512529
4,22487,17735,15740,0.3940690075,0.0120559265289086
4,22488,17735,15720,0.1966295596,0.00279175025510259
4,22489,17735,19829,-0.6551892789,-0.716594608760419
4,22490,17735,16251,-1.0926838914,-1.58279193010705
4,22491,17735,17608,-0.2401779485,0.789495618355161
4,22492,17735,17635,-0.7536476376,-0.687879031101353
4,22493,17735,18484,0.6565973973,1.02953158541771
4,22494,17735,19579,-0.3747030491,-0.431689581480342
4,22495,17735,17318,-0.7449042034,-0.486129916239196
4,22496,17735,16804,-0.0042709297,0.799128391786176
4,22497,17735,13936,0.0615671886,0.027718749257116
4,22498,17735,18218,-0.1572739341,0.306770317106036
4,22499,17735,14500,0.6582969354,0.702836187001405
4,22500,17735,19838,0.176176324,-0.0540816915274688
4,22501,17735,18161,-0.6656712148,0.203330845403782
4,22502,17735,15789,0.9892595362,0.623348843146908
4,22503,17735,18412,0.6643868477,0.187998767506897
4,22504,17735,15402,1.0334505672,0.895089146352036
4,22505,17735,14600,0.24992373,0.160570187969008
4,22506,17735,16918,0.1831918296,0.25044320911804
4,22507,17735,17227,0.603792102,0.225525601838754
4,22508,17735,19043,0.4151265446,0.158820808744189
4,22509,17735,13547,-0.3719763725,-0.516233828718118
4,22510,17735,19407,-0.0557175488,0.0871150707920887
4,22511,17735,16425,0.3449965697,0.682042466110899
4,22512,17735,14831,0.1158005531,0.779892460894974
4,22513,17735,14276,0.4662555814,0.114648601075025
4,22514,17735,13898,-0.7705386576,-0.286620605045886
4,22515,17735,14067,-0.151224387,0.794591997522074
4,22516,17735,19225,0.1350634046,0.0628120382434088
4,22517,17735,17552,0.1894335516,0.281282876540583
4,22518,17735,20022,0.3418532004,0.242092945446801
4,22519,17735,18712,0.5790343633,0.282397022243686
4,22520,17735,15471,1.2414875833,1.83972692797284
4,22521,17735,19569,-0.3659077518,-1.03703777607164
4,22522,17735,16120,-0.7888467741,0.392846033625437
4,22523,17735,13915,0.3379990881,0.830777600047523
4,22524,17735,13570,0.2397637966,-0.102118786854679
4,22525,17735,17443,-0.0705952053,0.838899255689791
4,22526,17735,18962,0.3835617045,0.579646876268615
4,22527,17735,17028,0.6459906094,0.557489784654814
4,22528,17735,16040,1.2644706029,0.890834050805531
4,22529,17735,17343,0.0776492057,0.48350611799584
4,22530,17735,17559,0.2730833471,0.296111014542187
4,22531,17735,16588,0.7736341006,1.04025957483944
4,22532,17735,16395,0.7564381438,0.629378625608494
4,22533,17735,19573,0.5348022355,-0.00839602756937829
4,22534,17735,15955,0.2661942305,0.0715518697223602
4,22535,17735,19996,0.1337773794,0.931137883393094
4,22536,17735,18726,0.0059159658,-0.415598641162436
4,22537,17735,19172,0.1521736177,-0.0215764197404938
4,22538,17735,19509,0.4129461119,0.966745285986017
4,22539,17735,16351,0.5767856457,0.579857354546093
4,22540,17735,17139,-0.3805902373,0.105858115544115
4,22541,17735,16246,1.036747919,0.63050917992441
4,22542,17735,14814,0.1921576477,0.0133319727726649
4,22543,17735,19104,-0.6670017166,-1.13100646286959
4,22544,17735,17417,-0.3542968614,-0.485418485785471
4,22545,17735,17886,-0.560774229,0.31433321751151
4,22546,17735,16155,1.0560197843,0.874365595821477
4,22547,17735,16566,0.9066318125,0.934493932959552
4,22548,17735,16965,-0.1466804512,0.191976451989962
4,22549,17735,14474,0.1263607165,-0.201416951370988
4,22550,17735,19201,0.3688633035,0.627717623962607
4,22551,17735,17220,0.0229710422,-0.217179802653513
4,22552,17735,15002,0.4858389807,0.317111245004042
4,22553,17735,13801,-0.0477363366,0.661938001209544
4,22554,17735,19417,-0.5780700128,0.415627289542621
4,22555,17735,13699,-0.1796807923,0.619745190740707
4,22556,17735,14824,-0.0726338103,0.441173892610756
4,22557,17735,17221,-0.8115659602,-0.926975773647669
4,22558,17735,18276,-0.8728984927,-1.50928689660086
4,22559,17735,16588,1.3746443806,1.30652164700122
4,22560,17735,17587,-0.131780103,-0.633392645659711
4,22561,17735,14430,0.535245142,1.39596930018652
4,22562,17735,15318,-0.2339141568,-1.16918993237661
4,22563,17735,16569,0.0255004957,-0.121665874021918
4,22564,17735,18443,0.7231889425,0.808048145735191
4,22565,17735,15781,0.5887517708,0.713570871939233
4,22566,17735,14099,0.2485212069,0.544195163280382
4,22567,17735,16491,0.9991537952,0.700422850082152
4,22568,17735,20000,0.2484919989,-0.122157572213107
4,22569,17735,18852,0.4103704484,0.571285946350829
4,22570,17735,14709,0.5266312772,0.849942089393407
4,22571,17735,15758,0.6434470436,0.69066450271388
4,22572,17735,16665,-0.132273173,0.34280325416288
4,22573,17735,17561,-0.4002469591,-0.341151138977852
4,22574,17735,16366,1.086936149,0.113820299370079
4,22575,17735,16353,-0.1804274602,-0.988582198230846
4,22576,17735,19130,0.1071217223,-0.496402664207304
4,22577,17735,16724,0.2633659396,0.489383549212179
4,22578,17735,17158,0.1347373578,0.0332188268508813
4,22579,17735,14898,-0.4328036442,-0.811228554865943
4,22580,17735,14600,-0.0091895601,0.430104369962587
4,22581,17735,17999,0.4044078222,0.177412779955976
4,22582,17735,15172,0.5608521896,0.219762860479625
4,22583,17735,14011,0.3728242565,0.801626448223282
4,22584,17735,16914,-0.2225512856,-0.258712864852719
4,22585,17735,19851,-0.0287074457,0.75731426000232
4,22586,17735,18438,0.3761653911,0.3568874198207
4,22587,17735,16879,0.9967661855,1.35325331762622
4,22588,17735,18616,0.6401261884,0.385766651140705
4,22589,17735,18748,-0.8485657169,-0.787923451229348
4,22590,17735,19089,-0.6176222593,-0.543824625824587
4,22591,17735,17356,0.2079941883,0.535936532221868
4,22592,17735,19849,-0.0062470194,-0.637633656581406
4,22593,17735,18464,-0.1454845877,-0.28533269444707
4,22594,17735,14697,0.498755934,0.728707784142665
4,22595,17735,15038,0.5635367651,0.394403064580181
4,22596,17735,13456,0.7684412116,0.714485117328607
4,22597,17735,15466,0.717574538,0.0526014719721959
4,22598,17735,17945,-0.1284505256,-0.0155226843255512
4,22599,17735,17567,-0.4022942331,-0.160150643858079
4,22600,17735,14720,0.3771933391,0.16409676815032
4,22601,17735,13403,-0.6465754141,-0.973795260475585
4,22602,17735,16091,0.201165538,0.517957801207882
4,22603,17735,14577,-0.3536451002,-0.211422108966134
4,22604,17735,13472,-0.3403524728,0.0230425140782315
4,22605,17735,14806,0.3921884547,0.433495854352728
4,22606,17735,15706,0.4267532507,0.222286194254267
4,22607,17735,17467,-0.564161846,-0.7642733194139
4,22608,17735,16251,1.5470940617,1.09866767718467
4,22609,17735,14144,0.6671613784,0.505134819824
4,22610,17735,15455,1.5551572838,1.19132722513538
4,22611,17735,15322,0.9814333416,0.534014444564046
4,22612,17735,13578,0.3449965697,-0.00210694332133265
4,22613,17735,17887,-0.7352092613,-0.0901031314872665
4,22614,17735,18629,-0.3525836545,-0.773828395659558
4,22615,17735,14570,0.9958604685,0.496414075438151
4,22616,17735,16687,0.4461680332,0.797999794518046
4,22617,17735,16007,0.2117361638,0.48476422517082
4,22618,17735,17493,0.7977751732,0.963198277608924
4,22619,17735,14487,-0.0272611435,0.460892161777687
4,22620,17735,15822,0.9337930278,0.830118517812623
4,22621,17735,14087,-0.3930343214,0.0782850513625705
4,22622,17735,16011,0.8777266234,1.78579334195073
4,22623,17735,19284,1.0099914571,0.424061538537617
4,22624,17735,14590,0.0159306885,-0.2962398731931
4,22625,17735,19070,0.4876389931,0.545424611988128
4,22626,17735,20032,-0.0787866733,0.20375732176836
4,22627,17735,15600,-0.3726846011,-0.314970554199567
4,22628,17735,19211,-0.2298985875,-0.128452855845722
4,22629,17735,17936,-0.3930343214,-0.335394341508367
4,22630,17735,16168,0.5981694377,1.10286808088131
4,22631,17735,13724,-0.4671102264,-0.246489537530921
4,22632,17735,18913,0.7612977893,0.825841908600902
4,22633,17735,13901,0.1442569584,-0.456622278298066
4,22634,17735,19432,-0.8589853392,-1.00887156392233
4,22635,17735,15469,-0.1209151395,-0.0222668667002745
4,22636,17735,16706,0.6519427636,-0.233594334552557
4,22637,17735,18930,-0.0851568238,0.17359283020386
4,22638,17735,17783,0.4008079515,0.954136978304857
4,22639,17735,19970,0.3842717954,0.671476546583347
4,22640,17735,19747,-0.2819026577,0.0848455974409941
4,22641,17735,18176,0.4544165614,0.118072285011405
4,22642,17735,15014,0.303377123,-0.0318303896368776
4,22643,17735,17987,-0.5950237394,-0.0873525006265155
4,22644,17735,13562,-0.3664805541,0.352953837485006
4,22645,17735,14008,-0.4530315702,-0.522943369365354
4,22646,17735,19781,0.0549137174,-0.0552347338189294
4,22647,17735,16185,0.594964987,0.746187120917134
4,22648,17735,20056,-0.3659077518,-1.06366046954359
4,22649,17735,14515,0.0097432086,0.117773951015942
4,22650,17735,16662,0.3058792917,-0.043028866915136
4,22651,17735,19705,-0.1947107048,-0.491548731105163
4,22652,17735,19270,-0.4031594544,-0.397693353887134
4,22653,17735,17892,0.274280549,0.380856200481784
4,22654,17735,14811,0.7850071715,1.74499648240185
4,22655,17735,17553,0.5790343633,0.482278287346469
4,22656,17735,17367,-0.1642256947,-0.00204777222521457
4,22657,17735,14683,0.4191690276,1.07422105336373
4,22658,17735,18175,0.373452975,0.804236401401554
4,22659,17735,16960,0.2656017182,0.0305052277336148
4,22660,17735,18123,0.0494478345,0.296352536972212
4,22661,17735,19498,0.0375029561,0.0519902420020115
4,22662,17735,13669,-0.3495996339,-1.2626582623876
4,22663,17735,18376,0.4869393588,1.13649559569274
4,22664,17735,15515,0.3861246376,0.379091475749474
4,22665,17735,15627,-0.2996334159,-0.125134966629154
4,22666,17735,17001,-0.8905050848,-0.253945633600338
4,22667,17735,13570,0.2397637966,0.277340623649894
4,22668,17735,16797,0.1515107562,0.657011319315097
4,22669,17735,19778,-0.2683688631,-0.0915015049365223
4,22670,17735,16781,0.2185543517,1.53227120179762
4,22671,17735,14656,-0.1796807923,-0.273217064703789
4,22672,17735,19573,0.4477796609,0.662549694032204
4,22673,17735,19030,0.4449459868,0.00859799927949445
4,22674,17735,17956,0.0140743763,-1.23107645541155
4,22675,17735,20061,0.7516453478,1.06087602520268
4,22676,17735,17963,-0.0096981177,0.207287503080735
4,22677,17735,15742,0.7334428804,0.620914299892518
4,22678,17735,17598,-0.3442210777,0.224900108163741
4,22679,17735,16113,0.3926909373,0.860519451694824
4,22680,17735,15180,-0.2690710779,-0.835369160545056
4,22681,17735,17075,0.2237514754,0.467290666698802
4,22682,17735,15539,0.4246246037,0.766483474688112
4,22683,17735,15581,0.2173614805,0.449126969671485
4,22684,17735,19857,-0.530080124,-0.713083537756303
4,22685,17735,18454,0.6249326605,0.152746419399166
4,22686,17735,13906,0.0331107833,-0.315933830563894
4,22687,17735,16425,1.2699439886,1.22443066921613
4,22688,17735,14224,0.4336846405,0.379791857979753
4,22689,17735,18255,0.3303406955,0.603426972381735
4,22690,17735,17840,-0.3519455621,-0.171341552746895
4,22691,17735,18085,0.3806902533,0.385015538751614
4,22692,17735,16036,-0.3155538793,0.697348244908763
4,22693,17735,16795,0.5018513019,0.579716545417357
4,22694,17735,15188,0.5519515765,0.168585556721494
4,22695,17735,19047,-0.2764695343,-0.192483520114515
4,22696,17735,19754,0.3385468348,-0.273142308711879
4,22697,17735,14267,-0.7272392125,-0.538038395012801
4,22698,17735,18718,-0.0704264064,-0.233499511334484
4,22699,17735,15563,0.9632037795,1.22279182652155
4,22700,17735,18342,-0.1949934792,-0.642537880588573
4,22701,17735,17135,-0.2499726248,-0.346666163309316
4,22702,17735,19291,0.3472256656,0.644453178311251
4,22703,17735,17174,-0.6616293157,-1.01425285187536
4,22704,17735,16508,0.3088549886,0.552432689810456
4,22705,17735,16425,1.8757969695,1.72181281948357
4,22706,17735,19446,0.170023461,0.270861335213697
4,22707,17735,17177,0.4198742406,0.271490051950424
4,22708,17735,14861,0.4379893532,0.451979046026866
4,22709,17735,18477,0.2941374224,0.346705708329215
4,22710,17735,18092,-0.716002362,-0.0184785623378791
4,22711,17735,16605,0.9502358821,-0.216060362943012
4,22712,17735,14751,0.1158005531,-0.217863979211278
4,22713,17735,16114,-0.1936388749,-0.139202118375679
4,22714,17735,14134,0.015010385,0.3631668312376
4,22715,17735,16759,0.6818527435,0.774405395211657
4,22716,17735,17109,0.4696466632,1.27055648250731
4,22717,17735,19022,0.1670936989,0.106486949308254
4,22718,17735,17355,-0.8925227502,-1.00960446376774
4,22719,17735,15806,-0.1078437934,-0.370770338250864
4,22720,17735,18409,-1.0407819043,-0.8910436352872
4,22721,17735,14284,-0.2431538574,0.495009914957613
4,22722,17735,19589,0.7699766201,1.68593770482784
4,22723,17735,15712,1.0305362124,0.396229174626741
4,22724,17735,14074,-0.0764950271,-0.241029080829804
4,22725,17735,18182,0.2021742105,-0.428031265068545
4,22726,17735,14757,0.906457144,0.441598163461952
4,22727,17735,15741,0.3741992481,0.0373530962075982
4,22728,17735,19298,-0.001343923,-0.0670067198520546
4,22729,17735,17536,-0.8095414984,-1.1160346131
4,22730,17735,15646,0.9388753082,1.52098591580343
4,22731,17735,13820,0.3134009022,0.479676094515705
4,22732,17735,14879,0.08879045,0.337493623758088
4,22733,17735,17575,-0.2353583427,0.186164685981578
4,22734,17735,14814,0.1921576477,0.567406989880932
4,22735,17735,19331,-0.2146974521,-0.615113161949649
4,22736,17735,15698,0.5790343633,1.49016808318932
4,22737,17735,14500,0.2635914304,0.287601159593785
4,22738,17735,17969,0.5264539906,0.864516452214693
4,22739,17735,19808,0.0634855469,-0.163708056137397
4,22740,17735,14643,-0.5645968764,-0.254010331277687
4,22741,17735,17021,0.4575286071,0.789449704359658
4,22742,17735,14205,0.2435290499,-0.0776855634329495
4,22743,17735,16254,0.4705061368,-0.233987891963644
4,22744,17735,18882,-0.5454539702,-0.968874692383624
4,22745,17735,18597,-0.3592054509,-0.447398043457971
4,22746,17735,17613,0.4568886826,0.0588839443190937
4,22747,17735,13526,-0.2507398056,-0.651782963249514
4,22748,17735,13608,-0.6206050743,0.00305912185646195
4,22749,17735,18611,-0.5082022676,-0.279615682405286
4,22750,17735,13924,-0.1455990703,-0.654113957062128
4,22751,17735,13472,-0.3123310979,-0.587515253115525
4,22752,17735,16705,-0.1784629551,0.260669091125784
4,22753,17735,18468,0.7245535472,0.216158712013157
4,22754,17735,17485,-0.9506551395,-0.176818203736938
4,22755,17735,17718,-0.5738567881,-0.00222087603555954
4,22756,17735,14604,-0.5101787975,-0.411015604770765
4,22757,17735,13412,-0.4480737411,-0.549851985871617
4,22758,17735,19768,-0.1338045648,-0.593012399452544
4,22759,17735,14900,-0.7067421136,-0.529686878395442
4,22760,17735,17356,0.1993282985,0.432394525372816
4,22761,17735,16441,0.1242157686,0.941326463768578
4,22762,17735,14870,0.892846981,0.829416869224282
4,22763,17735,14092,0.2866164402,1.05718889795788
4,22764,17735,17583,0.1647985112,0.585215289664886
4,22765,17735,15133,1.5177060772,1.62038364918344
4,22766,17735,15403,0.7514581822,1.07348092784059
4,22767,17735,15113,0.5097704474,0.226478932736009
4,22768,17735,15061,0.32613461,0.856209070991157
4,22769,17735,13706,1.1269487676,1.03510049774957
4,22770,17735,19430,0.4995270628,0.281188198616733
4,22771,17735,16268,0.0549898269,-0.44242779770982
4,22772,17735,15216,-0.3362329994,-0.257553920770947
4,22773,17735,13933,-0.0782901245,0.0511954043026716
4,22774,17735,14316,-0.1260093813,0.531192114409634
4,22775,17735,19677,0.0370130006,0.139095827602375
4,22776,17735,18451,0.732841384,1.28789012570858
4,22777,17735,17975,0.8173944895,0.948677622082691
4,22778,17735,16275,0.5553750114,1.34686301622261
4,22779,17735,16936,-0.0440201326,-0.525796503842036
4,22780,17735,17472,0.0793113451,0.43243702553674
4,22781,17735,18895,0.1158005531,-0.289215588619846
4,22782,17735,17136,0.0172167137,-0.256408112112052
4,22783,17735,19854,-0.2784939961,-0.10191047990822
4,22784,17735,17018,-0.0394272432,-0.112807396520853
4,22785,17735,14715,0.3058792917,-0.346006099033415
4,22786,17735,19746,0.1439972695,0.253532896677569
4,22787,17735,17880,1.1551027024,0.538210659846172
4,22788,17735,14982,-0.3341519534,0.0523581332407886
4,22789,17735,18034,-0.4814879755,-0.344713002741477
4,22790,17735,19000,-0.3370163161,-0.412776910744821
4,22791,17735,19389,-0.5090859149,-0.774081470328664
4,22792,17735,14132,-0.386215554,0.499766628480292
4,22793,17735,16649,0.7007488892,0.209104184633564
4,22794,17735,19128,0.2156764739,0.261343502295652
4,22795,17735,15403,0.3818274384,0.427833876702183
4,22796,17735,14709,-0.4690900382,0.119934953083405
4,22797,17735,13525,0.045673119,0.163487321153359
4,22798,17735,15662,0.8873491099,1.31863753471406
4,22799,17735,18701,0.7521042355,0.882572340418571
4,22800,17735,15895,0.9334762312,1.28617575909985
4,22801,17735,16615,0.5766337147,-0.315261695087119
4,22802,17735,14466,0.9916601848,0.499988800231075
4,22803,17735,16894,0.8032258214,0.306000473821163
4,22804,17735,15181,0.9151915834,0.928261430974616
4,22805,17735,14857,-0.2067858021,0.247657783760232
4,22806,17735,18970,-0.0898505613,0.271820692229819
4,22807,17735,16629,1.1053965851,0.740621337750164
4,22808,17735,16340,0.4621410458,0.832374096760666
4,22809,17735,18139,-0.0500922321,0.471424955743056
4,22810,17735,15342,-0.3831865635,-0.539236224400246
4,22811,17735,18179,0.3738869735,0.122980761525074
4,22812,17735,13950,-0.16134952,-0.705935220799447
4,22813,17735,16774,0.2309734772,1.07051343967036
4,22814,17735,15438,0.7346786802,0.239397022244477
4,22815,17735,17440,0.0457299152,-0.0913873833264068
4,22816,17735,16126,0.6083496641,-0.223039035282682
4,22817,17735,17821,-0.283072659,-0.612650848457939
4,22818,17735,13494,0.8101572112,0.52275695522337
4,22819,17735,19570,-0.5013614305,-0.0281142121365976
4,22820,17735,19697,-0.4146719593,-0.280350503523353
4,22821,17735,17140,-0.1914001962,-0.484294835800855
4,22822,17735,15330,1.0243038349,-0.0738866613108436
4,22823,17735,16839,0.2686552323,0.162693642959797
4,22824,17735,18365,0.8984722977,0.566865192296231
4,22825,17735,19181,-0.4377790559,-0.231076912066081
4,22826,17735,19412,0.1284260697,-0.619394285662296
4,22827,17735,18005,-0.6204395716,-1.16680587658903
4,22828,17735,19739,-0.5090859149,-0.376258269520746
4,22829,17735,14166,-0.0241750116,-0.526058947538056
4,22830,17735,16255,0.7610171777,1.21291292824691
4,22831,17735,13833,0.3842717954,-0.00134756403494063
4,22832,17735,16513,0.7605384389,0.574274591039954
4,22833,17735,15481,0.5977869126,0.359639609119606
4,22834,17735,16633,0.0045417556,-0.570125635755581
4,22835,17735,15608,1.5676013679,1.06409985533142
4,22836,17735,16169,0.893752698,0.826467488923669
4,22837,17735,15105,0.0047708445,-0.151468375914252
4,22838,17735,16814,-0.1387803029,0.0322419792540505
4,22839,17735,17910,0.106105611,0.237669933083237
4,22840,17735,14114,1.0165793505,0.558426500142986
4,22841,17735,15803,0.539333613,0.528927729722829
4,22842,17735,19497,-0.249844384,-0.462756406082973
4,22843,17735,17421,-0.5742918185,-0.669207181075732
4,22844,17735,16511,-0.0557175488,0.707806048001051
4,22845,17735,16375,0.4145490934,1.12585864741035
4,22846,17735,15309,1.1258121766,1.32281857593552
4,22847,17735,15394,0.4348071004,0.0822096026703925
4,22848,17735,15418,0.1665604728,0.543696306335182
4,22849,17735,15180,0.7007488892,-0.0316244490992984
4,22850,17735,16569,-0.0515246488,-0.159019732099159
4,22851,17735,14279,-0.0657024205,1.21403494902256
4,22852,17735,18958,-0.4898230634,-0.344512026322572
4,22853,17735,19097,0.1609762441,-0.0758356667949158
4,22854,17735,13495,0.0172167137,1.022576389159
4,22855,17735,17629,0.101850997,0.267665612142233
4,22856,17735,18075,-0.627258339,-1.20808153476291
4,22857,17735,19526,0.20933957,0.261262364781204
4,22858,17735,16613,0.7222345961,1.44883400540786
4,22859,17735,17713,-0.5063356686,-0.25612910152062
4,22860,17735,19099,0.9144846189,1.65561984801737
4,22861,17735,19513,0.0171687818,0.298453732588763
4,22862,17735,19616,-0.5244448554,-0.696130518782623
4,22863,17735,18069,-0.5433354253,-0.453057344951493
4,22864,17735,17014,0.08879045,0.0176181719408451
4,22865,17735,18647,-0.9761298153,-1.46940228362525
4,22866,17735,15604,-0.5032357053,-1.12809052230719
4,22867,17735,16402,-0.4457881869,-0.349633080312471
4,22868,17735,16480,0.1393386062,-0.214799403530736
4,22869,17735,16575,0.2768283336,1.00652437760228
4,22870,17735,14458,0.0628287764,-0.309080998128469
4,22871,17735,18318,-0.3065231106,0.375786125649054
4,22872,17735,15873,0.5791469857,0.517153446062887
4,22873,17735,16361,0.491719911,1.0442070878805
4,22874,17735,16685,0.8101572112,1.26405154556222
4,22875,17735,14106,0.9478464426,1.40268791529627
4,22876,17735,16464,1.2248562544,0.769692514593895
4,22877,17735,15004,0.0444975041,-0.324968391928458
4,22878,17735,14599,0.2749207177,0.279053248676714
4,22879,17735,18127,-0.8616136491,-0.211881159479471
4,22880,17735,18368,0.4167928077,0.549913794838572
4,22881,17735,15830,0.4666690801,0.208282692323645
4,22882,17735,13983,0.014714545,0.298834028741009
4,22883,17735,15067,0.4687289392,1.06488041355874
4,22884,17735,15346,0.5884043989,1.30142958176529
4,22885,17735,18648,0.3418532004,0.322566569757683
4,22886,17735,16949,-0.1211553002,0.588133993751332
4,22887,17735,13510,-0.1273490968,-0.765791481061562
4,22888,17735,14656,-0.0272611435,-0.422425159607299
4,22889,17735,13405,-0.2784939961,-0.621525074712594
4,22890,17735,13899,0.1579594592,0.277402948476736
4,22891,17735,19688,-0.2160272878,0.0437479252772882
4,22892,17735,15290,0.5083740071,0.724211980664331
4,22893,17735,14602,-0.2146974521,-0.678107256734967
4,22894,17735,15397,0.1714257268,-0.310240355151683
4,22895,17735,18429,-0.1155141839,-0.215613239100705
4,22896,17735,19324,0.7336085648,0.58208808539057
4,22897,17735,14459,0.2114476526,0.290561461869946
4,22898,17735,18049,-0.8683660586,-0.388492415979455
4,22899,17735,16368,0.7594986371,0.644853817386842
4,22900,17735,20023,-0.1796807923,-0.299425248778189
4,22901,17735,14593,-0.2500375908,0.086833090686331
4,22902,17735,17876,0.2565471722,0.256315696041243
4,22903,17735,18760,1.0590514613,1.47226474392567
4,22904,17735,16621,1.2838571421,0.923581444141079
4,22905,17735,15349,1.1043264697,0.961465896040786
4,22906,17735,14416,0.0800126577,0.810138208958589
4,22907,17735,14162,0.4181006659,0.519151363861131
4,22908,17735,15944,1.1267813715,1.37183725333802
4,22909,17735,15132,0.5126908949,0.659565916226105
4,22910,17735,17295,0.500973365,0.979464067691732
