Generation     Indiv    Father    Mother       bvNormUnres1        bvNormRestr1       ddNormUnres1        ddNormRestr1       gvNormUnres1        gvNormRestr1       phenoNormUnres1     phenoNormRestr1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
         1         1         0         0       -0.6500374134        0.1708345012        0.0000000000        0.0000000000       -0.6500374134        0.1708345012       -0.9530599177       -0.6174106740
         1         2         0         0       -0.8838373110        0.0976084620        0.0000000000        0.0000000000       -0.8838373110        0.0976084620       -1.8466024300       -0.3031842411
         1         3         0         0       -0.1688334296       -0.1297630050        0.0000000000        0.0000000000       -0.1688334296       -0.1297630050       -0.1068044854       -0.2831469005
         1         4         0         0        0.4673502400       -0.0992643251        0.0000000000        0.0000000000        0.4673502400       -0.0992643251       -0.4485206164       -0.9771078094
         1         5         0         0       -0.3216872592       -0.3858060113        0.0000000000        0.0000000000       -0.3216872592       -0.3858060113        0.2263444195       -0.2355623908
         1         6         0         0        0.6573647953        0.8848277057        0.0000000000        0.0000000000        0.6573647953        0.8848277057       -0.6043651619        0.3300335034
         1         7         0         0       -0.8683580740       -0.4446467240        0.0000000000        0.0000000000       -0.8683580740       -0.4446467240       -0.2195776488       -0.9786086022
         1         8         0         0       -0.6481252017       -0.1603720229        0.0000000000        0.0000000000       -0.6481252017       -0.1603720229       -1.0768148608       -0.3799344727
         1         9         0         0        0.5887200961       -0.4691180695        0.0000000000        0.0000000000        0.5887200961       -0.4691180695        0.5655547344       -1.2213596615
         1        10         0         0        0.5238649879       -0.1571326984        0.0000000000        0.0000000000        0.5238649879       -0.1571326984       -0.1455943921        1.3409014849
         1        11         0         0       -0.2050635500        0.1171561542        0.0000000000        0.0000000000       -0.2050635500        0.1171561542       -0.5630709605       -1.1170684121
         1        12         0         0        0.2661665997       -0.4824100277        0.0000000000        0.0000000000        0.2661665997       -0.4824100277        1.3075782876       -0.4723578579
         1        13         0         0        0.2476381188       -0.1534339340        0.0000000000        0.0000000000        0.2476381188       -0.1534339340       -0.4844881411       -0.5245889560
         1        14         0         0       -0.1404968024        0.0292618608        0.0000000000        0.0000000000       -0.1404968024        0.0292618608        0.6454341772        0.1470941315
         1        15         0         0       -0.1487848113       -0.1297630050        0.0000000000        0.0000000000       -0.1487848113       -0.1297630050        0.5260932127       -0.7685162038
         1        16         0         0       -0.0484431481       -0.3976727061        0.0000000000        0.0000000000       -0.0484431481       -0.3976727061       -0.5706298545       -0.8324191717
         1        17         0         0       -0.1877269687        1.3461759322        0.0000000000        0.0000000000       -0.1877269687        1.3461759322       -0.8815007920        0.8554733985
         1        18         0         0       -1.0196376232       -0.5644474489        0.0000000000        0.0000000000       -1.0196376232       -0.5644474489       -0.8446981828        0.8022812794
         1        19         0         0       -0.1467931527       -0.5551003123        0.0000000000        0.0000000000       -0.1467931527       -0.5551003123       -1.6611500933       -0.3842992031
         1        20         0         0        0.2853813818        0.0015725644        0.0000000000        0.0000000000        0.2853813818        0.0015725644        1.3422636186        0.7676206142
         1        21         0         0        0.2880891168        0.2064086797        0.0000000000        0.0000000000        0.2880891168        0.2064086797       -0.2863064232       -0.4043543331
         1        22         0         0        0.8990617981       -0.3163102406        0.0000000000        0.0000000000        0.8990617981       -0.3163102406       -0.5858214566       -1.0574498005
         1        23         0         0        0.5287326236        0.3850415242        0.0000000000        0.0000000000        0.5287326236        0.3850415242        0.0654034985        0.1682811210
         1        24         0         0        0.3692684787        0.1170162391        0.0000000000        0.0000000000        0.3692684787        0.1170162391        0.8359111504        0.2620261666
         1        25         0         0       -0.9066957732       -0.1852494037        0.0000000000        0.0000000000       -0.9066957732       -0.1852494037        0.8157026956        0.8902118542
         1        26         0         0        0.0795373660       -0.0386592645        0.0000000000        0.0000000000        0.0795373660       -0.0386592645       -1.3813592172        0.3193054394
         1        27         0         0       -0.0107553517        0.0305230933        0.0000000000        0.0000000000       -0.0107553517        0.0305230933       -0.3421635775        0.4918920713
         1        28         0         0       -0.6084757828       -0.3163102406        0.0000000000        0.0000000000       -0.6084757828       -0.3163102406        1.2236274671       -0.2058131200
         1        29         0         0       -0.1341291349       -0.3163102406        0.0000000000        0.0000000000       -0.1341291349       -0.3163102406        1.3499466999       -1.0451464323
         1        30         0         0        0.0816865563        0.0251331554        0.0000000000        0.0000000000        0.0816865563        0.0251331554       -0.1285845479        0.0259031990
         1        31         0         0       -1.4981430892       -0.4852110134        0.0000000000        0.0000000000       -1.4981430892       -0.4852110134       -0.7829549143       -0.0077042292
         1        32         0         0       -0.0373652070       -0.1028835613        0.0000000000        0.0000000000       -0.0373652070       -0.1028835613       -1.9373508698       -0.3861499420
         1        33         0         0        0.5330048328        0.3781277664        0.0000000000        0.0000000000        0.5330048328        0.3781277664        0.1836948540        0.6131768477
         1        34         0         0        1.0197348590       -0.7416475479        0.0000000000        0.0000000000        1.0197348590       -0.7416475479        0.8842378725       -0.7598764542
         1        35         0         0       -0.0655568494        0.3329408372        0.0000000000        0.0000000000       -0.0655568494        0.3329408372        0.2023719803        0.8457159867
         1        36         0         0        1.1278277783        0.4273397551        0.0000000000        0.0000000000        1.1278277783        0.4273397551        0.1864414558        0.3982343592
         1        37         0         0        0.7793771196       -0.3920498495        0.0000000000        0.0000000000        0.7793771196       -0.3920498495        1.4377934628       -1.2588016788
         1        38         0         0       -0.3678650101       -0.3595153222        0.0000000000        0.0000000000       -0.3678650101       -0.3595153222       -2.1947993516       -0.4014684754
         1        39         0         0        0.1943139209       -0.0982222678        0.0000000000        0.0000000000        0.1943139209       -0.0982222678        0.7904840970       -0.4266491203
         1        40         0         0       -1.6435199153       -0.2425106458        0.0000000000        0.0000000000       -1.6435199153       -0.2425106458       -0.5248003356       -0.8688448320
         1        41         0         0       -0.5491175017        0.0813868789        0.0000000000        0.0000000000       -0.5491175017        0.0813868789       -0.6239014261       -0.1231880563
         1        42         0         0       -0.0197596744        0.3878388557        0.0000000000        0.0000000000       -0.0197596744        0.3878388557        0.9788461493        0.7163488561
         1        43         0         0        1.0188938410       -0.6171517563        0.0000000000        0.0000000000        1.0188938410       -0.6171517563        0.1318459850        0.5111400517
         1        44         0         0        0.7814967465        0.4197578807        0.0000000000        0.0000000000        0.7814967465        0.4197578807        0.5293985222        0.6820447219
         1        45         0         0       -1.2382515768       -0.5172159289        0.0000000000        0.0000000000       -1.2382515768       -0.5172159289       -0.4246526117       -0.0460246096
         1        46         0         0       -0.3202169353        0.3683381931        0.0000000000        0.0000000000       -0.3202169353        0.3683381931       -0.4334383422       -0.5784131919
         1        47         0         0       -0.6797311292       -0.2806310515        0.0000000000        0.0000000000       -0.6797311292       -0.2806310515       -2.1203766292       -0.4009357737
         1        48         0         0        0.0363378488        0.0175114296        0.0000000000        0.0000000000        0.0363378488        0.0175114296        0.7953460698       -0.0704838401
         1        49         0         0       -0.2041399945        0.8700351094        0.0000000000        0.0000000000       -0.2041399945        0.8700351094       -0.1264958782        1.4002051128
         1        50         0         0        0.7538699059       -0.2892177199        0.0000000000        0.0000000000        0.7538699059       -0.2892177199       -0.8721620949       -1.2485955751
         1        51         0         0       -0.3335532141        0.1296349950        0.0000000000        0.0000000000       -0.3335532141        0.1296349950       -0.8839191198       -0.4691233513
         1        52         0         0       -0.1662187532       -0.4139148011        0.0000000000        0.0000000000       -0.1662187532       -0.4139148011        0.3148530742       -0.5891445422
         1        53         0         0        0.4865022860        0.2040586652        0.0000000000        0.0000000000        0.4865022860        0.2040586652        0.9512180271       -0.0664554811
         1        54         0         0        0.0103252571        1.4655454928        0.0000000000        0.0000000000        0.0103252571        1.4655454928       -1.0317905056        0.8184286831
